WO#,Full Asset Number,Asset Number,Asset Description,Owning Department Code,Description,Description_google_translated,Created By,Creation Date,Scheduled Start Date,Scheduled Completion Date,Operation Seq Num,Operation Start Date,Department Code,Description,Resource Seq Num,Resource,Est Hours,Assigned Units SUM,Completed Hours,Quantity Open,Date Completed,Actual Start Date,Last Update Date,User Name,WO Status,Work Order Status,Priority Disp,Plan Maintenance,Work Order Type Disp,Shutdown Type Disp,Activity,ACTIVITY TYPE,Activity Source Meaning,Activity Cause Disp,Tagout Required,Attribute2,Requirement Code,Parent Work Order,Child Work Order,Relationship Type,Relationship Status Code,Creation Date,Completion Comments,Comments Continued1,Comments Continued2
3397304,PV1-1123-TRH0403-DTS-BP,403,BRAKE PARK DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,CAMBIO DE LA MANGUERA DE ENFRIAMIENTO DE LOS FRENOS TRASEROS  Y CONTROL DE TRACCION.,CHANGING THE COOLING HOSE OF THE REAR BRAKES AND TRACTION CONTROL.,27046,10-Aug-16,13-Oct-16,13-Oct-16,10,10/13/2016 10:28,MM3,CAMBIO DE LA MANGUERA DE ENFRIAMIENTO DE LOS FRENOS TRASEROS  Y CONTROL DE TRACCION.,10,MMTECH,2,1,2,NULL,13-Oct-16,13-Oct-16,19-Oct-16,AJSANTOS,Complete,Complete,3 - Due less than 30 days,Y,PM - Preventative,Required,NULL,PDM-Predictive,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,"ORDEN PROGRAMADA, MATERIAL TRANSATADO.",NULL,NULL
3397624,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,MM3,REEMPLAZAR SENSOR DE PRESION DEL DIFERENCIAL.,REPLACE DIFFERENTIAL PRESSURE SENSOR.,30757,11-Aug-16,11-Aug-16,11-Aug-16,10,08-11-16 0:55,MM3,REEMPLAZAR SENSOR DE PRESION DEL DIFERENCIAL.,10,MMTECH,3,2,3,NULL,11-Aug-16,11-Aug-16,14-Aug-16,WORKORDERCOSTING,Complete,Complete,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,SE REEMPLAZO SENSRO DE PRESION,NULL,NULL
3398071,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,MM3,MANTENIMIENTO PREVENTIVO 1000 HRS CATERPILLAR 789C,PREVENTIVE MAINTENANCE 1000 HRS CATERPILLAR 789C,21713,11-Aug-16,16-Aug-16,16-Aug-16,10,8/16/2016 2:00,MM3,ENTREVISTA AL OPERADOR,11,MMTECH,0,1,8,-8,16-Aug-16,16-Aug-16,16-Aug-16,RNUNEZLANTIGUA,Complete,Complete,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789CPV004,SR-Service,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,Realizado,NULL,NULL
3402556,PV1-1123-TRH0403-TIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,cambio de la llanta pos 4 por buche pequenos,Change of tire pos 4 per small buck,36966,16-Aug-16,26-Aug-16,26-Aug-16,10,8/26/2016 7:00,MM9,cambio de la llanta pos 4 por buche pequenos,10,MMTYRE,18,3,NULL,18,26-Aug-16,26-Aug-16,30-Aug-16,GLEONARDO,Complete,Complete,2 - Due less than 14 days,Y,PM - Preventative,Not Required,NULL,RP-Repair,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,FUE REEMPLADA LA LLANTA POS 4 .,NULL,NULL
3410302,PV1-1123-TRH0403-ELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,REPARACION DE BOCINA,REPAIR OF HORN,26123,21-Aug-16,21-Aug-16,21-Aug-16,10,8/21/2016 21:16,MM3,REPARACION DE BOCINA,10,MMTECH,2,2,NULL,2,21-Aug-16,21-Aug-16,28-Aug-16,WORKORDERCOSTING,Complete,Complete,0 - Immediate,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3410885,PV1-1123-TRH0403-DTS-TRA,403,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,REPARAR PROBLEMAS CON LOS CAMBIOS DE LA TRANSMISION.,REPAIR PROBLEMS WITH TRANSMISSION CHANGES.,27888,22-Aug-16,22-Aug-16,22-Aug-16,10,8/22/2016 10:56,MM3,REPARAR PROBLEMAS CON LOS CAMBIOS DE LA TRANSMISION.,10,MMTECH,4,6,10,-6,22-Aug-16,22-Aug-16,19-Jan-17,GAGARCIA,Complete,Complete,0 - Immediate,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,se reparo linea abierta del sensor de velocidad de la transmision.,NULL,NULL
3412065,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,MM3,INSPECCION PREVENTIVA CADA 250HRS CATERPILLAR 789C,PREVENTIVE INSPECTION EACH 250HRS CATERPILLAR 789C,30796,23-Aug-16,31-Aug-16,31-Aug-16,20,8/31/2016 7:00,MM8,INSPECCION PREVENTIVA 250HRS,10,MMPDM,4,2,3,1,31-Aug-16,31-Aug-16,11-Sep-16,WORKORDERCOSTING,Complete,Complete,3 - Due less than 30 days,N,PM - Preventative,Required,CAT789CPV008,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,COMPLETADO POR MONITOREO DE CONDICIONES,NULL,NULL
3413052,PV1-1123-TRH0403-ELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,LA TRANSMISION NO COGE LOS CAMBIO,TRANSMISSION DOES NOT TAKE CHANGE,26123,23-Aug-16,23-Aug-16,23-Aug-16,10,8/23/2016 21:29,MM3,LA TRANSMISION NO COGE LOS CAMBIO,10,MMTECH,4,2,8,-4,23-Aug-16,23-Aug-16,15-Sep-16,AJSANTOS,Complete,Complete,0 - Immediate,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,COMPLETA,NULL,NULL
3417716,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,MM3,(INSPECTORES) REEMPLAZAR ANTENA DEL RADIOS DE MUSICA,(INSPECTORS) REPLACE ANTENNA OF MUSIC RADIOS,21713,26-Aug-16,07-Nov-16,07-Nov-16,10,11-07-16 6:07,MM3,(INSPETORES) REEMPLAZAR ANTENA DEL RADIOS DE MUSICA,10,MMTECH,1,1,1,NULL,07-Nov-16,07-Nov-16,13-Nov-16,WORKORDERCOSTING,Complete,Complete,3 - Due less than 30 days,Y,PM - Preventative,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL INC,NULL,NULL,NULL,NULL,NULL,SE REEMPLAZO ANTENA DEL RADIOS DE MUSICA,NULL,NULL
3419794,PV1-1123-TRH0403-DTS-BRK,403,SYSTEM BRAKE DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,Reparar ajustador de Frenos traseros  por falla en Frenos traseroos.,Repair rear brake adjuster for rear brake failure.,25827,28-Aug-16,28-Aug-16,28-Aug-16,10,8/28/2016 21:48,MM3,Reemplazar ajustador de Frenos traseros  por falla en Frenos traseroos.,10,MMTECH,3,2,5,-2,28-Aug-16,28-Aug-16,05-Sep-16,WORKORDERCOSTING,Complete,Complete,0 - Immediate,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,Se limpio piston del ajustado de Frenos taseros.,NULL,NULL
6002481,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,MM3,MANTENIMIENTO PREVENTIVO 500 HRS CATERPILLAR 789C,PREVENTIVE MAINTENANCE 500 HRS CATERPILLAR 789C,21713,05-Sep-16,14-Sep-16,15-Sep-16,10,9/14/2016 16:00,MM3,ENTREVISTA AL OPERADOR,10,MEMOBOP,1,1,14,-13,15-Sep-16,14-Sep-16,15-Sep-16,VMARTE,Complete,Complete,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789CPV003,SR-Service,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,Fue Realizado PM de 500 Horas segun Check List.,NULL,NULL
6008847,PV1-1123-TRH0403-DTS,403,DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,CAMBIO CRUCETAS PRINCIPALES.PCR03,CHANGE CRUCETAS PRINCIPALES.PCR03,28360,07-Sep-16,03-Apr-17,03-Apr-17,10,04-03-17 11:29,MM3,CAMBIAR CRUCETAS PRINCIPALES,10,MMTECH,6,2,NULL,6,NULL,NULL,16-Feb-17,AJSANTOS,Released,WPART,5 - Shutdown,Y,PM - Preventative,Required,CAT789CPV162,RE-Replace,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6015772,PV1-1123-TRH0403-DTS-BRK-FRR,403,BRAKE RIGHT FRONT DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,"REEMPLAZAR MANGUERAS DE ENFRIAMIENTO DE FRENO DELANTERO RH, POR FUGA N2 ( para fines de pago).","REPLACE FRONT BRAKE COOLING HOSES RH, FOR LEAK N2 (for payment purposes).",32468,11-Sep-16,31-Jan-17,31-Jan-17,10,1/31/2017 9:28,MM3,"REEMPLAZAR MANGUERAS DE ENFRIAMIENTO DE FRENO DELANTERO RH, POR FUGA N2",10,MMTECH,2,3,3,-1,15-Sep-16,15-Sep-16,01-Jan-17,WORKORDERCOSTING,Complete,Complete,2 - Due less than 14 days,N,CM - Corrective,Required,NULL,PDM-Predictive,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,"Fue Reemplazada Manguera de Enfriamiento de los Frenos delntera, lado derecho.",NULL,NULL
6015799,PV1-1123-TRH0403-DTS-TRA,403,TRANSMISSION DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,INSTALAR TORNILLOS DE SOPORTE DE MANGUERA DE FILTRO DE LA TRANSMISION.,INSTALL TRANSMISSION FILTER HOSE BRACKET SCREWS.,32468,11-Sep-16,09-Feb-17,09-Feb-17,10,02-09-17 21:38,MM3,INSTALAR TORNILLOS DE SOPORTE DE MANGUERA DE FILTRO DE LA TRANSMISION,10,MMTECH,1,1,1,NULL,09-Feb-17,09-Feb-17,12-Feb-17,WORKORDERCOSTING,Complete,Complete,2 - Due less than 14 days,N,CM - Corrective,Required,NULL,PDM-Predictive,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6025817,PV1-1123-TRH0403-FIRE,403,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,Corregir Falla con el Sistema de AFEX.,Correct Fault with the AFEX System.,25827,15-Sep-16,15-Sep-16,16-Sep-16,10,9/15/2016 23:06,MM12,Corregir Falla con el Sistema de AFEX.,10,MMTEDI,6,2,4,2,15-Sep-16,15-Sep-16,18-Sep-16,WORKORDERCOSTING,Complete,Complete,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,Se Corrigi¢ Corto Circuito en la s l°neas.,NULL,NULL
6028880,PV1-1123-TRH0403-TIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,CAMBIO DE TODAS LAS LLANTAS TRASERAS PARA RECUPERACION + INSTALACION DE SENSORES TYRESENSE,CHANGE OF ALL REAR TIRES FOR RECOVERY + INSTALLATION OF TENSENSE SENSORS,20476,19-Sep-16,15-Nov-16,16-Nov-16,10,11/15/2016 12:00,MM9,CAMBIO DE TODAS LAS LLANTAS TRASERAS PARA RECUPERACION + INSTALACION DE SENSORES TYRESENSE,10,MMTYRE,36,3,NULL,36,16-Nov-16,15-Nov-16,24-Nov-16,CISABEL,Complete,Complete,3 - Due less than 30 days,Y,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,N,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,El trabajo fue realizado pero los documetos no fueron entregados. El supervisor  autorizo a completar esta orden,NULL,NULL
6029233,PV1-1123-TRH0403-TIR,403,TIRE SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,CAMBIO DE LLANTAS POSICION 1 Y 2 POR ROTACION + INSTALACION DE SENSORES TYRESENSE,POSITION 1 AND 2 TIRES CHANGE BY ROTATION + INSTALLATION OF TENSENSE SENSORS,36886,19-Sep-16,15-Nov-16,15-Nov-16,10,11/15/2016 0:00,MM9,CAMBIO DE LLANTAS POSICION 1 Y 2 POR ROTACION + INSTALACION DE SENSORES TYRESENSE,10,MMTYRE,24,3,NULL,24,15-Nov-16,15-Nov-16,27-Nov-16,WORKORDERCOSTING,Complete,Complete,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789CPV076,RE-Replace,Production,Normal,N,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,El trabajo fue realizado pero los documetos no fueron entregados. El supervisor  autorizo a completar esta orden,NULL,NULL
6029702,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,MM3,(INSPETORES) REPARACION DE GUARDA DEL TANK DE COMBUSTIBLE.,(INSPECTORS) TANK GUARD REPAIR OF FUEL.,40794,19-Sep-16,09-Feb-17,09-Feb-17,10,02-09-17 16:35,MM3,(INSPETORES) REPARACION DE GUARDA DEL TANK DE COMBUSTIBLE.,10,MMTECH,4,2,4,NULL,09-Feb-17,09-Feb-17,09-Feb-17,RNUNEZLANTIGUA,Complete,Complete,3 - Due less than 30 days,Y,PM - Preventative,Required,NULL,RE-Replace,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6030617,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,MM3,INSPECCION PREVENTIVA CADA 250HRS CATERPILLAR 789C,PREVENTIVE INSPECTION EACH 250HRS CATERPILLAR 789C,30796,20-Sep-16,27-Sep-16,27-Sep-16,10,9/27/2016 8:00,MM8,ENTREVISTA AL OPERADOR,10,MMTECH,1,1,1,NULL,27-Sep-16,27-Sep-16,28-Sep-16,RAGARCIA,Complete,Complete,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789CPV008,IN-Inspection,Production,Normal,N,NULL,DEL COMP,6030617,6050072,Followup Work,Pending,28-Sep-16,realizado,NULL,NULL
6033819,PV1-1123-TRH0403-HYS,403,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,INSTALACION DE FITTINGS PARA MICROFILTRADO DE ACEITE HIDRAULICO,INSTALLATION OF FITTINGS FOR MICROFILTRADO OF HYDRAULIC OIL,32468,21-Sep-16,13-Oct-16,13-Oct-16,10,10/13/2016 5:25,MM3,INSTALACION DE FITTINGS PARA MICROFILTRADO DE ACEITE HIDRAULICO,10,MMCONT,2,1,2,NULL,13-Oct-16,13-Oct-16,13-Oct-16,RNUNEZLANTIGUA,Complete,Complete,3 - Due less than 30 days,N,PR - Project,Required,NULL,PDM-Predictive,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,realizado ante del PM,NULL,NULL
6034169,PV1-1123-TRH0403-ENG,403,ENGINE HAULTRUCK CATERPILLAR 789C 403,MM3,Corregir Poca Potencia del Motor.,Correct Poor Engine Power.,25827,21-Sep-16,21-Sep-16,21-Sep-16,10,9/21/2016 15:30,MM3,Corregir Poca Potencia del Motor.,10,MMTECH,5,2,5,NULL,21-Sep-16,21-Sep-16,25-Sep-16,WORKORDERCOSTING,Complete,Complete,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,Se Reemplazaron Filtro de aire Primario.,NULL,NULL
6047697,PV1-1123-TRH0403-FIRE,403,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,cambiar base del extintor manual por deterioro.,Change base of the manual fire extinguisher.,28593,27-Sep-16,27-Sep-16,27-Sep-16,10,9/27/2016 13:14,MM3,ajustar valvula de carga de los acumuladores para corregir evento de direcci¢n.,10,MMCONT,1,1,NULL,1,27-Sep-16,27-Sep-16,06-Oct-16,KHOLGUIN,Complete,Complete,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,NULL,NULL,NULL,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6047767,PV1-1123-TRH0403-ELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,Remplazar luz delantera de alta intensidad,Replace high intensity front light,28593,27-Sep-16,27-Sep-16,27-Sep-16,10,9/27/2016 13:57,MM3,Remplazar luz delantera de alta intensidad,10,MMTECH,1,1,NULL,1,27-Sep-16,27-Sep-16,06-Oct-16,KHOLGUIN,Complete,Complete,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,N,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,ORDEN CORRECTIVA MATERIAL TRANSATADO,NULL,NULL
6048125,PV1-1123-TRH0403-FRM,403,FRAME HAULTRUCK CATERPILLAR 789C 403,MM3,soldar esparago para soporte de abrasadera,Weld spatter for abraser holder,30757,27-Sep-16,27-Sep-16,27-Sep-16,10,9/27/2016 20:44,MM7,soldar esparago para soporte de abrasadera,10,MMWELD,2,1,2,NULL,27-Sep-16,27-Sep-16,12-Oct-16,ANGHERNANDEZ,Complete,Complete,0 - Immediate,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,Se fijo esparago para soporte de abrasadera,NULL,NULL
6049335,PV1-1123-TRH0403-FRM,403,FRAME HAULTRUCK CATERPILLAR 789C 403,MM3,INSTALAR BASE SUJECION CABLE DE SEGURIDAD DE LA TOLVA.,INSTALL BASE FASTENING CABLE SAFETY CABLE.,27046,28-Sep-16,07-Nov-16,07-Nov-16,10,11-07-16 7:33,MM7,INSTALAR BASE SUJECION CABLE DE SEGURIDAD DE LA TOLVA.,10,MMWELD,4,2,4,NULL,07-Nov-16,07-Nov-16,07-Nov-16,ANGHERNANDEZ,Complete,Complete,3 - Due less than 30 days,Y,PM - Preventative,Required,NULL,PDM-Predictive,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,SE INSTALO BASE SUJECION CABLE DE SEGURIDAD DE LA TOLVA,NULL,NULL
6050072,PV1-1123-TRH0403-DTS-DIF,403,DIFFERENTIAL DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,CAMBIO DEL O-RING DEL VISOR DEL DIFERENCIAL.,DIFFERENTIAL VIEWER O-RING CHANGE.,27046,28-Sep-16,13-Oct-16,13-Oct-16,10,10/13/2016 9:01,MM3,CAMBIO DEL O-RING DEL VISOR DEL DIFERENCIAL.,10,MMTECH,1,1,1,NULL,13-Oct-16,13-Oct-16,13-Oct-16,RNUNEZLANTIGUA,Complete,Complete,3 - Due less than 30 days,N,PM - Preventative,Required,NULL,PDM-Predictive,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,Realizado,NULL,NULL
6050089,PV1-1123-TRH0403-HYS-CHOIST-L,403,CYLINDER HOIST LEFT HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,AJUSTAR CANDADO DEL PIN DEL CILINDRO DE ALZA LADO IZQUIERDO.,ADJUST CYLINDER PIN PAD LOAD LEFT SIDE.,27046,28-Sep-16,13-Oct-16,13-Oct-16,10,10/13/2016 7:35,MM3,AJUSTAR CANDADO DEL PIN DEL CILINDRO DE ALZA LADO IZQUIERDO.,10,MMTECH,1,1,1,NULL,13-Oct-16,13-Oct-16,13-Oct-16,RNUNEZLANTIGUA,Complete,Complete,3 - Due less than 30 days,N,PM - Preventative,Required,NULL,PDM-Predictive,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,Realizado,NULL,NULL
6050097,PV1-1123-TRH0403-FRM,403,FRAME HAULTRUCK CATERPILLAR 789C 403,MM3,INSTALAR BASE DE SUJECION CABLE DE LA TOLVA.,INSTALLING THE HOOFING CABLE.,27046,28-Sep-16,04-Mar-17,04-Mar-17,10,03-04-17 6:08,MM7,INSTALAR BASE DE SUJECION CABLE DE LA TOLVA.,10,MMWELD,2,1,NULL,1.5,04-Jan-17,04-Jan-17,04-Jan-17,EGARCIAVIDAL,Complete,Complete,3 - Due less than 30 days,Y,PM - Preventative,Required,NULL,PDM-Predictive,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,REALIZADA,NULL,NULL
6055423,PV1-1123-TRH0403-DTS-BRK,403,SYSTEM BRAKE DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,CORREGIL FUGA DE AIRE DEL SISTEMA DE FRENO DEL RETARDADOL,CORREGIL AIR LEAKAGE OF THE RETARDADOL BRAKE SYSTEM,26123,01-Oct-16,01-Oct-16,01-Oct-16,10,10-01-16 7:45,MM3,CORREGIL FUGA DE AIRE DEL SISTEMA DE FRENO DEL RETARDADOL,10,MMTECH,3,2,3,NULL,01-Oct-16,01-Oct-16,02-Oct-16,WORKORDERCOSTING,Complete,Complete,0 - Immediate,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6055750,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,MM3,REPARACION DEL RETARDADOR MANUAL,MANUAL RETARDER REPAIR,26123,01-Oct-16,01-Oct-16,01-Oct-16,10,10-01-16 13:43,MM3,REPARACION DEL RETARDADOR MANUAL,10,MMTECH,4,2,NULL,4,NULL,NULL,01-Oct-16,PJIMENEZ,Cancelled,Cancelled,0 - Immediate,N,CM - Corrective,Required,NULL,SR-Service,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6058288,PV1-1123-TRH0403-AIR,403,AIR SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,REEMPLAZAR VALVULA DE CONTROL DE ARRANQUE NEUMATICO (CAMPA•A DE CAMBIO),REPLACE PNEUMATIC START CONTROL VALVE (CHANGE CAMPAIGN),37261,03-Oct-16,07-Nov-16,07-Nov-16,10,11-07-16 10:48,MM3,REEMPLAZAR VALVULA DE CONTROL DE ARRANQUE NEUMATICO,10,MMTECH,2,1,NULL,2,07-Nov-16,07-Nov-16,24-Nov-16,AJSANTOS,Complete,Complete,3 - Due less than 30 days,Y,PM - Preventative,Required,NULL,RE-Replace,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,LA TAREA A SIDO REALIZADA VALIDADA POR J. ALMANZAR.,NULL,NULL
6058473,PV1-1123-TRH0403-DTS,403,DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,CONSERVAR FILTROS DEL SISTEMA HIDRAULICO PARA INSPECCION. CORTAR Y DEJAR EN LA OFICINA DE MONITOREO,PRESERVE HYDRAULIC SYSTEM FILTERS FOR INSPECTION.†CUT AND LEAVE IN THE MONITORING OFFICE,40184,03-Oct-16,07-Nov-16,07-Nov-16,10,11-07-16 13:19,MM3,CONSERVAR FILTROS DEL SISTEMA HIDRAULICO PARA INSPECCION. CORTAR Y DEJAR EN LA OFICINA DE MONITOREO,10,MMTECH,1,1,1,NULL,07-Nov-16,07-Nov-16,07-Nov-16,ANGHERNANDEZ,Complete,Complete,2 - Due less than 14 days,Y,PM - Preventative,Required,NULL,PDM-Predictive,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6065208,PV1-1123-TRH0403,403,HAULTRUCK CATERPILLAR 789C 403,MM3,MANTENIMIENTO PREVENTIVO 4000 HRS CATERPILLAR 789C,"PREVENTIVE MAINTENANCE 4,000 HRS CATERPILLAR 789C",30796,06-Oct-16,13-Oct-16,14-Oct-16,50,10/13/2016 8:00,MM3,MANTENIMIENTO PREVENTIVO 4000HRS,10,MMTECH,36,2,36,NULL,13-Oct-16,13-Oct-16,16-Oct-16,WORKORDERCOSTING,Complete,Complete,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789CPV007,SR-Service,Production,Normal,N,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,Realizado,NULL,NULL
6065215,PV1-1123-TRH0403-ENG,403,ENGINE HAULTRUCK CATERPILLAR 789C 403,MM3,"AJUSTAR VALVULAS, ROTADORES Y/O INYECTORES AL MOTOR TERMICO (CAT789C)","ADJUST VALVES, ROTATORS AND / OR INJECTORS TO THE THERMAL ENGINE (CAT789C)",30796,06-Oct-16,13-Oct-16,13-Oct-16,10,10/13/2016 12:37,MM3,"AJUSTAR VALVULAS, ROTADORES Y/O INYECTORES AL MOTOR TERMICO (CAT789C)",10,MMTECH,16,2,16,NULL,13-Oct-16,13-Oct-16,13-Oct-16,RNUNEZLANTIGUA,Complete,Complete,4 - Due more than 30 days,N,PM - Preventative,Required,CAT789CPV200,AD-Adjust,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,Realizado,NULL,NULL
6082179,PV1-1123-TRH0403-ACS,403,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,CAMBIO DEL COMPRESOR DEL COMPROSOR DE A/C,A / C BUYER COMPRESSOR CHANGE,40794,17-Oct-16,01-May-17,01-May-17,10,05-01-17 14:14,MM3,CAMBIO DEL COMPRESOR DEL COMPROSOR DE A/C,10,MMTECH,4,2,NULL,4,NULL,NULL,09-Feb-17,AJSANTOS,Released,WPART,3 - Due less than 30 days,N,PM - Preventative,Required,NULL,RE-Replace,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6087642,PV1-1123-TRH0403-ELS,403,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,CORREGIR FALLA ELETRICA EN EL SENSOR DE TEMPERATURA TRASERO DERECHO,CORRECTING ELECTRICAL FAILURE ON RIGHT REAR TEMPERATURE SENSOR,26109,20-Oct-16,20-Oct-16,20-Oct-16,10,10/20/2016 0:56,MM3,CORREGIR FALLA ELETRICA EN EL SENSOR DE TEMPERATURA TRASERO DERECHO,10,MMTECH,3,2,3,NULL,20-Oct-16,20-Oct-16,23-Oct-16,WORKORDERCOSTING,Complete,Complete,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6088633,PV1-1123-TRH0403-ACS,403,AIR CONDITIONING SYSTEM HAULTRUCK CATERPILLAR 789C 403,MM3,REEMPLAZAR COMPRESOR DE A/C POR DEGASTE,REPLACE A / C COMPRESSOR BY DEGASTE,40794,20-Oct-16,20-Oct-16,20-Oct-16,10,10/20/2016 9:07,MM3,REEMPLAZAR COMPRESOR DE A/C POR DEGASTE,10,MMTECH,2,3,8,-6,20-Oct-16,20-Oct-16,23-Oct-16,WORKORDERCOSTING,Complete,Complete,0 - Immediate,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,SE REEMPLAZO COMPRESOR DE A/C POR DEGASTE,NULL,NULL
